research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
CES201712,17067,1151,brick,aankleden,aankleden,decorate,use brick as decorate,use brick to decorate,4,2
CES201712,16949,1143,brick,aanrecht,aanrecht,counter,use brick as counter,use brick as counter,2,4
CES201712,17155,1161,brick,aanrecht,aanrecht,counter,use brick as counter,use brick as counter,2,4
CES201712,17111,1148,brick,af afbakening,af afbakening,from demarcation,use brick as from demarcation,use brick as from demarcation,2,4
CES201712,17287,1185,brick,als afbakening van een tuin,afbakening tuin,demarcation of garden,use brick as demarcation of garden,use brick as demarcation of garden,2,4
CES201712,17046,1134,brick,afbreken,afbreken,breaking down,use brick as breaking down,use brick as breaking down,2,4
CES201712,18460,1238,brick,als afgodbeeld gebruiken,afgodbeeld,idol,use brick as idol,use brick as idol,4,2
CES201712,17405,1191,brick,iets anders stuk maken,anders stuk,other break,use brick as other break,use brick as other break,2,4
CES201712,16992,1140,brick,als anker gebruiken,anker,anchor,use brick as anchor,use brick to anchor,3,4
CES201712,17112,1148,brick,als anker,anker,anchor,use brick as anchor,use brick to anchor,3,4
CES201712,17384,1190,brick,anker,anker,anchor,use brick as anchor,use brick to anchor,3,4
CES201712,16938,1139,brick,als anker voor een boot gebruiken,anker boot,anchor boat,use brick as anchor boat,use brick to anchor boat,3,4
CES201712,17620,1225,brick,appartement,appartement,apartment,use brick as apartment,use brick as apartment,1,5
CES201712,17137,1159,brick,aquaduct romeinse stijl,aquaduct Romeinse stijl,aqueduct Roman style,use brick as aqueduct Roman style,use brick as aqueduct Roman style,2,5
CES201712,17143,1157,brick,asbak,asbak,ashtray,use brick as ashtray,use brick as ashtray,3,3
CES201712,17586,1219,brick,auto,auto,car,use brick as car,use brick as car,4,1
CES201712,17381,1182,brick,Auto zonder banden omhoog houden,auto banden omhoog houden,keep car tires up,use brick as keep car tires up,use brick as keep car tires up,5,5
CES201712,16958,1141,brick,bak,bak,bin,use brick as bin,use brick as bin,2,4
CES201712,17010,1142,brick,bak,bak,bin,use brick as bin,use brick as bin,2,4
CES201712,17244,1177,brick,bakken,bakken,baking,use brick as baking,use brick as baking,2,5
CES201712,17609,1225,brick,bakken,bakken,baking,use brick as baking,use brick as baking,2,5
CES201712,17610,1225,brick,bakker,bakker,Baker,use brick as Baker,use brick as Baker,0,0
CES201712,17614,1225,brick,bakker,bakker,Baker,use brick as Baker,use brick as Baker,0,0
CES201712,18480,1241,brick,baksteen,baksteen,brick,use brick as brick,use brick as brick,1,5
CES201712,17603,1214,brick,baksteen keukenbald,baksteen keukenblad,brick kitchen top,use brick as brick kitchen top,use brick as brick kitchen top,2,4
CES201712,17135,1159,brick,baksteen koppen uit schaamte,baksteen koppen schaamte,brick heads shame,use brick as brick heads shame,use brick as brick heads shame,5,2
CES201712,17598,1214,brick,baksteen muur,baksteen muur,brick wall,use brick as brick wall,use brick as brick wall,1,5
CES201712,17604,1214,brick,baksteen openhaard,baksteen open haard,brick fireplace,use brick as brick fireplace,use brick as brick fireplace,1,5
CES201712,17139,1159,brick,baksteenovenpizza,baksteen ovenpizza,brick oven pizza,use brick as brick oven pizza,use brick as brick oven pizza,1,5
CES201712,17600,1214,brick,basteen tafel,baksteen tafel,brick table,use brick as brick table,use brick as brick table,3,4
CES201712,17601,1214,brick,baksteen trap,baksteen trap,brick stairs,use brick as brick stairs,use brick as brick stairs,1,5
CES201712,17524,1207,brick,iets aan een baksteen vastmk\aken en in het water gooien,baksteen vastmaken water gooien,"fix brick, throw water","use brick as fix brick, throw water","use brick as fix brick, throw water",3,4
CES201712,17599,1214,brick,baksteen wastafel,baksteen wastafel,brick sink,use brick as brick sink,use brick as brick sink,2,4
CES201712,17602,1214,brick,baksteen wc hok,baksteen wc hok,brick toilet stall,use brick as brick toilet stall,use brick as brick toilet stall,1,5
CES201712,17322,1187,brick,bakstenen op elkaar zetten en een tafel van maken,bakstenen elkaar zetten tafel,putting bricks together table,use brick as putting bricks together table,use brick as putting bricks together table,3,4
CES201712,17355,1196,brick,bakstenenmuur,bakstenen muur,brick wall,use brick as brick wall,use brick as brick wall,1,5
CES201712,17562,1222,brick,bakstenen verven,bakstenen verven,painting bricks,use brick as painting bricks,use brick as painting bricks,3,5
CES201712,17471,1201,brick,als bal gebruiken,bal,ball,use brick as ball,use brick as ball,3,3
CES201712,17588,1219,brick,bal,bal,ball,use brick as ball,use brick as ball,3,3
CES201712,17686,1231,brick,balanceren op je hoofd,balanceren hoofd,balancing head,use brick as balancing head,use brick as balancing head,3,3
CES201712,17153,1161,brick,bank,bank,Bank,use brick as Bank,use brick as Bank,3,4
CES201712,17579,1219,brick,bank,bank,Bank,use brick as Bank,use brick as Bank,3,4
CES201712,17682,1231,brick,barbecue op zetten,barbecue zetten,set up barbecue,use brick as set up barbecue,use brick as set up barbecue,2,5
CES201712,16943,1143,brick,bed,bed,bed,use brick as bed,use brick as bed,3,4
CES201712,17689,1231,brick,een bed maken,bed,bed,use brick as bed,use brick as bed,3,4
CES201712,17310,1183,brick,iemand mee bedreigen,bedreigen,threaten,use brick as threaten,use brick as threaten,2,4
CES201712,17489,1208,brick,beek afzetten,beek afzetten,cut stream,use brick as cut stream,use brick as cut stream,3,3
CES201712,17587,1219,brick,beeld,beeld,image,use brick as image,use brick as image,3,4
CES201712,17544,1223,brick,beeld,beeld,image,use brick as image,use brick as image,3,4
CES201712,17255,1171,brick,beeld bouwen,beeld bouwen,building image,use brick as building image,use brick as building image,3,4
CES201712,16877,1128,brick,beeldhouwen,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,3,4
CES201712,17254,1171,brick,beeldhouwen,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,3,4
CES201712,17396,1204,brick,beeldhouwen,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,3,4
CES201712,17063,1151,brick,een beeldje  van maken ,beeldje,figurine,use brick as figurine,use brick as figurine,3,4
CES201712,16974,1145,brick,begraven,begraven,bury,use brick as bury,use brick as bury,3,3
CES201712,17123,1162,brick,behang,behang,wallpaper,use brick as wallpaper,use brick as wallpaper,4,3
CES201712,16988,1145,brick,behang van de muur verwijderen,behang muur verwijderen,remove wallpaper wall,use brick as remove wallpaper wall,use brick as remove wallpaper wall,4,3
CES201712,16971,1145,brick,bekijken,bekijken,look at,use brick as look at,use brick as look at,2,2
CES201712,17227,1169,brick,bericht in wikkelen en door ruit gooien,bericht wikkelen ruit gooien,message wrapping window throwing,use brick as message wrapping window throwing,use brick as message wrapping window throwing,5,3
CES201712,17630,1225,brick,beschermend,beschermend,protective,use brick as protective,use brick as protective,3,3
CES201712,17191,1166,brick,beschilderen,beschilderen,paint,use brick as paint,use brick as paint,3,4
CES201712,17571.3,1224,brick, beschilderen,beschilderen,paint,use brick as paint,use brick as paint,3,4
CES201712,16986,1145,brick,beschilderen en als kunst verkopen,beschilderen kunst verkopen,painting art selling,use brick as painting art selling,use brick as painting art selling,3,4
CES201712,17247,1177,brick,bestrating,bestrating,pavement,use brick as pavement,use brick as pavement,1,5
CES201712,17258,1165,brick,bestuderen,bestuderen,study,use brick as study,use brick as study,3,4
CES201712,17664,1228,brick,betaalmiddel,betaalmiddel,means of payment,use brick as means of payment,use brick as means of payment,4,3
CES201712,17318.3,1187,brick, bibliotheel,bibliotheek,library,use brick as library,use brick as library,1,5
CES201712,16922,1136,brick,biertje openen,biertje openen,open beer,use brick as open beer,use brick as open beer,2,5
CES201712,17169,1135,brick,een bloembak opzetten,bloembak opzetten,set up flower box,use brick as set up flower box,use brick as set up flower box,2,5
CES201712,17171,1168,brick,bloemen in zetten,bloemen zetten,put flowers,use brick as put flowers,use brick as put flowers,2,5
CES201712,17246,1177,brick,blok,blok,block,use brick as block,use brick as block,2,5
CES201712,17373,1192,brick,blokeren,blokkeren,block,use brick as block,use brick as block,2,5
CES201712,17270,1186,brick,boekenhouder,boekenhouder,book holder,use brick as book holder,use brick as book holder,3,5
CES201712,17411,1203,brick,boekenhouder,boekenhouder,book holder,use brick as book holder,use brick as book holder,3,5
CES201712,16969,1138,brick,Boekenhouder voor in de boekenkast,boekenhouder boekenkast,book holder bookcase,use brick as book holder bookcase,use brick as book holder bookcase,3,5
CES201712,16975,1145,brick,als boekenlegger,boekenlegger,bookmark,use brick as bookmark,use brick as bookmark,4,2
CES201712,17025,1147,brick,boeknlegger,boekenlegger,bookmark,use brick as bookmark,use brick as bookmark,4,2
CES201712,17548,1223,brick, boekenplank,boekenplank,bookshelf,use brick as bookshelf,use brick as bookshelf,4,4
CES201712,17341,1184,brick,boekenstandaard,boekenstandaard,book stand,use brick as book stand,use brick as book stand,3,5
CES201712,16898,1131,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
CES201712,17343,1175,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
CES201712,18429,1235,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
CES201712,18463,1239,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
CES201712,17114,1148,brick,om boot recht te leggen,boot recht leggen,straighten boat,use brick as straighten boat,use brick as straighten boat,3,3
CES201712,17443,1195,brick,boot verzwaren,boot verzwaren,weigh down boat,use brick as weigh down boat,use brick as weigh down boat,2,5
CES201712,16973,1141,brick,bord,bord,plate,use brick as plate,use brick as plate,3,3
CES201712,17088,1156,brick,bord,bord,plate,use brick as plate,use brick as plate,3,3
CES201712,17199,1158,brick,als bord gebruiken,bord,plate,use brick as plate,use brick as plate,3,3
CES201712,17158,1161,brick,bord,bord,plate,use brick as plate,use brick as plate,3,3
CES201712,17032,1134,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
CES201712,17162,1135,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
